

















"Homo sapiens","Tragelaphus spekii"
"Homo sapiens","Treron calvus"
"Homo sapiens","Ursus maritimus"
"Homo sapiens","Ursus thibetanus"
"Homo sapiens","Varanus niloticus"























"Hydrurga leptonyx","Amphipoda"
"Hydrurga leptonyx","Arctocephalus gazella"
"Hydrurga leptonyx","Cephalopoda"
"Hydrurga leptonyx","Euphausiacea"
"Hydrurga leptonyx","Kondakovia longimama"
"Hydrurga leptonyx","Kondakovia longimana"
"Hydrurga leptonyx","Pisces"
"Hydrurga leptonyx","Psychroteuthis glacialis"













































































"Isoodon macrourus","Amorphoscelidae"
"Isoodon macrourus","Balta"
"Isoodon macrourus","Carabidae"
"Isoodon macrourus","Cerambycidae"
"Isoodon macrourus","Cicadidae"
"Isoodon macrourus","Gryllotalpa"
"Isoodon macrourus","Lycosa"
"Isoodon macrourus","Nunkeria"
"Isoodon macrourus","Oligochaetae"
"Isoodon macrourus","Phasmatodea"
"Isoodon macrourus","Pinophilus"
"Isoodon macrourus","Teleogryllus"
"Isoodon macrourus","Tetrigidae"
"Isoodon macrourus","Urnisiella"






















"Kobus ellipsiprymnus","Acacia tortilis"
"Kobus ellipsiprymnus","Andropogon"
"Kobus ellipsiprymnus","Chloris gayana"
"Kobus ellipsiprymnus","Cymbopogon caesius"
"Kobus ellipsiprymnus","Cynodon dactylon"
"Kobus ellipsiprymnus","Digitaria"
"Kobus ellipsiprymnus","Heteropogon contortus"
"Kobus ellipsiprymnus","Hyparrhenia"
"Kobus ellipsiprymnus","Panicum coloratum"
"Kobus ellipsiprymnus","Panicum maximum"
"Kobus ellipsiprymnus","Phragmites"
"Kobus ellipsiprymnus","Typha"
"Kobus kob","Actinopterygii"
"Kobus kob","Amoya moloanus"
"Kobus kob","Animalia"
"Kobus kob","Carnivora"
"Kobus kob","Cephalopoda"
"Kobus kob","Chub mackerel"
"Kobus kob","Engraulis ringens"
"Kobus kob","Kobus kob"
"Kobus kob","Merlucciidae"
"Kobus kob","Sardina pilchardus"
"Kobus kob","Trachurus picturatus"










































































































"Leptailurus serval","Rhabdomys pumilio"



"Leptonychotes weddellii","Adelieledone polymorpha"
"Leptonychotes weddellii","Aethotaxis mitopteryx"
"Leptonychotes weddellii","Bovallia gigantea"
"Leptonychotes weddellii","Cephalopoda"
"Leptonychotes weddellii","Dissostichus mawsoni"
"Leptonychotes weddellii","Euphausia crystallorophias"
"Leptonychotes weddellii","Glyptonotus antarcticus"
"Leptonychotes weddellii","Octopoda"
"Leptonychotes weddellii","Pisces"
"Leptonychotes weddellii","Pleuragramma antarcticum"
"Leptonychotes weddellii","Psychroteuthis glacialis"
"Leptonychotes weddellii","Trematomus hansoni"








































"Lobodon carcinophaga","Cephalopoda"
"Lobodon carcinophaga","Crustacea"
"Lobodon carcinophaga","Euphausiacea"
"Lobodon carcinophaga","Euphausia superba"
"Lobodon carcinophaga","Mysidacea"
"Lobodon carcinophaga","Nematoda"
"Lobodon carcinophaga","Pisces"

"Lontra canadensis","Centrarchidae"
"Lontra canadensis","Pleuronectiformes"
"Lontra felina","Actinopterygii"
