Size,Web,Ecozone,Scenario,Proportion,Area
Microherbivore,148,NT,RW,23,Random
Megaherbivore,149,NT,RW,0,Random
Mesocarnivore,149,NT,RW,1,Random
Mesoherbivore,149,NT,RW,2,Random
Microcarnivore,149,NT,RW,8,Random
Microherbivore,149,NT,RW,16,Random
Megacarnivore,150,NT,RW,1,Random
Megaherbivore,150,NT,RW,0,Random
Mesocarnivore,150,NT,RW,1,Random
Mesoherbivore,150,NT,RW,2,Random
Microcarnivore,150,NT,RW,15,Random
Microherbivore,150,NT,RW,19,Random
Megaherbivore,151,NT,RW,0,Random
Mesocarnivore,151,NT,RW,1,Random
Mesoherbivore,151,NT,RW,2,Random
Microcarnivore,151,NT,RW,8,Random
Microherbivore,151,NT,RW,21,Random
Megacarnivore,152,NT,RW,1,Random
Megaherbivore,152,NT,RW,0,Random
Mesocarnivore,152,NT,RW,1,Random
Mesoherbivore,152,NT,RW,2,Random
Microcarnivore,152,NT,RW,15,Random
Microherbivore,152,NT,RW,22,Random
Megacarnivore,153,NT,RW,1,Random
Megaherbivore,153,NT,RW,0,Random
Mesocarnivore,153,NT,RW,2,Random
Mesoherbivore,153,NT,RW,5,Random
Microcarnivore,153,NT,RW,20,Random
Microherbivore,153,NT,RW,42,Random
Megacarnivore,154,AT,RW,2,Random
Megaherbivore,154,AT,RW,1,Random
Mesocarnivore,154,AT,RW,2,Random
Mesoherbivore,154,AT,RW,3,Random
Microcarnivore,154,AT,RW,15,Random
Microherbivore,154,AT,RW,23,Random
Megacarnivore,155,IM,RW,1,Random
Megaherbivore,155,IM,RW,1,Random
Mesocarnivore,155,IM,RW,2,Random
Mesoherbivore,155,IM,RW,4,Random
Microcarnivore,155,IM,RW,35,Random
Microherbivore,155,IM,RW,61,Random
Megacarnivore,156,IM,RW,1,Random
Megaherbivore,156,IM,RW,0,Random
Mesocarnivore,156,IM,RW,1,Random
Mesoherbivore,156,IM,RW,2,Random
Microcarnivore,156,IM,RW,9,Random
Microherbivore,156,IM,RW,19,Random
Megacarnivore,157,IM,RW,1,Random
Megaherbivore,157,IM,RW,1,Random
Mesocarnivore,157,IM,RW,2,Random
Mesoherbivore,157,IM,RW,5,Random
Microcarnivore,157,IM,RW,31,Random
Microherbivore,157,IM,RW,56,Random
Megacarnivore,158,IM,RW,1,Random
Megaherbivore,158,IM,RW,0,Random
Mesocarnivore,158,IM,RW,1,Random
Mesoherbivore,158,IM,RW,3,Random
Microcarnivore,158,IM,RW,9,Random
Microherbivore,158,IM,RW,18,Random
Megacarnivore,159,IM,RW,1,Random
Megaherbivore,159,IM,RW,0,Random
Mesocarnivore,159,IM,RW,4,Random
Mesoherbivore,159,IM,RW,5,Random
Microcarnivore,159,IM,RW,23,Random
Microherbivore,159,IM,RW,47,Random
Megacarnivore,16,AA,RW,0,Random
Megaherbivore,16,AA,RW,0,Random
Mesocarnivore,16,AA,RW,0,Random
Mesoherbivore,16,AA,RW,1,Random
Microcarnivore,16,AA,RW,13,Random
Microherbivore,16,AA,RW,28,Random
Megacarnivore,160,AT,RW,1,Random
Megaherbivore,160,AT,RW,1,Random
Mesocarnivore,160,AT,RW,4,Random
Mesoherbivore,160,AT,RW,5,Random
Microcarnivore,160,AT,RW,24,Random
Microherbivore,160,AT,RW,40,Random
Megacarnivore,161,NT,RW,1,Random
Megaherbivore,161,NT,RW,0,Random
Mesocarnivore,161,NT,RW,1,Random
Mesoherbivore,161,NT,RW,3,Random
Microcarnivore,161,NT,RW,26,Random
Microherbivore,161,NT,RW,50,Random
Megacarnivore,162,NT,RW,3,Random
Megaherbivore,162,NT,RW,1,Random
Mesocarnivore,162,NT,RW,3,Random
Mesoherbivore,162,NT,RW,4,Random
Microcarnivore,162,NT,RW,41,Random
Microherbivore,162,NT,RW,69,Random
Megacarnivore,163,NT,RW,1,Random
Megaherbivore,163,NT,RW,0,Random
Mesocarnivore,163,NT,RW,2,Random
Mesoherbivore,163,NT,RW,5,Random
Microcarnivore,163,NT,RW,18,Random
Microherbivore,163,NT,RW,50,Random
Megacarnivore,164,NT,RW,1,Random
Megaherbivore,164,NT,RW,0,Random
Mesocarnivore,164,NT,RW,1,Random
Mesoherbivore,164,NT,RW,5,Random
Microcarnivore,164,NT,RW,15,Random
Microherbivore,164,NT,RW,45,Random
Megacarnivore,165,NT,RW,2,Random
Megaherbivore,165,NT,RW,1,Random
Mesocarnivore,165,NT,RW,3,Random
Mesoherbivore,165,NT,RW,2,Random
Microcarnivore,165,NT,RW,23,Random
Microherbivore,165,NT,RW,33,Random
Megacarnivore,166,PA,RW,1,Random
Megaherbivore,166,PA,RW,0,Random
Mesocarnivore,166,PA,RW,3,Random
Mesoherbivore,166,PA,RW,2,Random
Microcarnivore,166,PA,RW,39,Random
Microherbivore,166,PA,RW,57,Random
Megacarnivore,167,PA,RW,2,Random
Megaherbivore,167,PA,RW,1,Random
Mesocarnivore,167,PA,RW,3,Random
Mesoherbivore,167,PA,RW,2,Random
Microcarnivore,167,PA,RW,26,Random
Microherbivore,167,PA,RW,41,Random
Megacarnivore,168,AT,RW,1,Random
Megaherbivore,168,AT,RW,0,Random
Mesocarnivore,168,AT,RW,1,Random
Mesoherbivore,168,AT,RW,4,Random
Microcarnivore,168,AT,RW,19,Random
Microherbivore,168,AT,RW,35,Random
Megacarnivore,169,"NA",RW,1,Random
Megaherbivore,169,"NA",RW,1,Random
Mesocarnivore,169,"NA",RW,4,Random
Mesoherbivore,169,"NA",RW,3,Random
Microcarnivore,169,"NA",RW,22,Random
Microherbivore,169,"NA",RW,39,Random
Mesocarnivore,17,AA,RW,0,Random
Mesoherbivore,17,AA,RW,1,Random
Microcarnivore,17,AA,RW,8,Random
Microherbivore,17,AA,RW,13,Random
Megacarnivore,170,"NA",RW,2,Random
Megaherbivore,170,"NA",RW,0,Random
Mesocarnivore,170,"NA",RW,1,Random
Mesoherbivore,170,"NA",RW,4,Random
Microcarnivore,170,"NA",RW,17,Random
Microherbivore,170,"NA",RW,25,Random
Megacarnivore,171,"NA",RW,2,Random
Megaherbivore,171,"NA",RW,1,Random
Mesocarnivore,171,"NA",RW,3,Random
Mesoherbivore,171,"NA",RW,2,Random
Microcarnivore,171,"NA",RW,33,Random
Microherbivore,171,"NA",RW,53,Random
Megacarnivore,172,"NA",RW,2,Random
Megaherbivore,172,"NA",RW,1,Random
Mesocarnivore,172,"NA",RW,3,Random
Mesoherbivore,172,"NA",RW,3,Random
Microcarnivore,172,"NA",RW,27,Random
Microherbivore,172,"NA",RW,46,Random
Megacarnivore,173,"NA",RW,2,Random
Megaherbivore,173,"NA",RW,1,Random
Mesocarnivore,173,"NA",RW,3,Random
Mesoherbivore,173,"NA",RW,2,Random
Microcarnivore,173,"NA",RW,28,Random
Microherbivore,173,"NA",RW,43,Random
Megacarnivore,174,"NA",RW,2,Random
Megaherbivore,174,"NA",RW,0,Random
Mesocarnivore,174,"NA",RW,3,Random
Mesoherbivore,174,"NA",RW,3,Random
Microcarnivore,174,"NA",RW,26,Random
Microherbivore,174,"NA",RW,50,Random
Megacarnivore,175,"NA",RW,2,Random
Megaherbivore,175,"NA",RW,1,Random
Mesocarnivore,175,"NA",RW,3,Random
Mesoherbivore,175,"NA",RW,2,Random
Microcarnivore,175,"NA",RW,29,Random
Microherbivore,175,"NA",RW,39,Random
Megacarnivore,176,"NA",RW,2,Random
Megaherbivore,176,"NA",RW,1,Random
Mesocarnivore,176,"NA",RW,2,Random
Mesoherbivore,176,"NA",RW,4,Random
Microcarnivore,176,"NA",RW,19,Random
Microherbivore,176,"NA",RW,40,Random
Megacarnivore,177,"NA",RW,1,Random
Megaherbivore,177,"NA",RW,0,Random
Mesocarnivore,177,"NA",RW,2,Random
Mesoherbivore,177,"NA",RW,3,Random
Microcarnivore,177,"NA",RW,27,Random
Microherbivore,177,"NA",RW,26,Random
Megacarnivore,178,"NA",RW,2,Random
Megaherbivore,178,"NA",RW,0,Random
Mesocarnivore,178,"NA",RW,1,Random
Mesoherbivore,178,"NA",RW,3,Random
Microcarnivore,178,"NA",RW,30,Random
Microherbivore,178,"NA",RW,51,Random
Megacarnivore,179,"NA",RW,1,Random
Megaherbivore,179,"NA",RW,0,Random
Mesocarnivore,179,"NA",RW,1,Random
Mesoherbivore,179,"NA",RW,4,Random
Microcarnivore,179,"NA",RW,19,Random
Microherbivore,179,"NA",RW,45,Random
Megacarnivore,180,"NA",RW,1,Random
Megaherbivore,180,"NA",RW,0,Random
Mesocarnivore,180,"NA",RW,1,Random
Mesoherbivore,180,"NA",RW,6,Random
Microcarnivore,180,"NA",RW,18,Random
Microherbivore,180,"NA",RW,44,Random
Megacarnivore,181,"NA",RW,1,Random
Megaherbivore,181,"NA",RW,1,Random
Mesocarnivore,181,"NA",RW,3,Random
Mesoherbivore,181,"NA",RW,3,Random
Microcarnivore,181,"NA",RW,36,Random
Microherbivore,181,"NA",RW,48,Random
Megacarnivore,182,"NA",RW,1,Random
Mesocarnivore,182,"NA",RW,3,Random
Mesoherbivore,182,"NA",RW,2,Random
Microcarnivore,182,"NA",RW,7,Random
Microherbivore,182,"NA",RW,8,Random
Megacarnivore,183,"NA",RW,1,Random
Megaherbivore,183,"NA",RW,2,Random
Mesocarnivore,183,"NA",RW,3,Random
Mesoherbivore,183,"NA",RW,2,Random
Microcarnivore,183,"NA",RW,13,Random
Microherbivore,183,"NA",RW,10,Random
Megacarnivore,184,"NA",RW,1,Random
Megaherbivore,184,"NA",RW,1,Random
Mesocarnivore,184,"NA",RW,4,Random
Mesoherbivore,184,"NA",RW,10,Random
Microcarnivore,184,"NA",RW,21,Random
Microherbivore,184,"NA",RW,24,Random
Megacarnivore,185,"NA",RW,2,Random
Megaherbivore,185,"NA",RW,1,Random
Mesocarnivore,185,"NA",RW,5,Random
Mesoherbivore,185,"NA",RW,5,Random
Microcarnivore,185,"NA",RW,13,Random
Microherbivore,185,"NA",RW,10,Random
Megacarnivore,186,"NA",RW,2,Random
Megaherbivore,186,"NA",RW,2,Random
Mesocarnivore,186,"NA",RW,3,Random
Mesoherbivore,186,"NA",RW,6,Random
Microcarnivore,186,"NA",RW,14,Random
Microherbivore,186,"NA",RW,10,Random
Megacarnivore,187,"NA",RW,1,Random
Mesocarnivore,187,"NA",RW,1,Random
Mesoherbivore,187,"NA",RW,5,Random
Microcarnivore,187,"NA",RW,11,Random
Microherbivore,187,"NA",RW,19,Random
Megacarnivore,188,"NA",RW,1,Random
Megaherbivore,188,"NA",RW,1,Random
Mesocarnivore,188,"NA",RW,3,Random
Mesoherbivore,188,"NA",RW,5,Random
Microcarnivore,188,"NA",RW,20,Random
Microherbivore,188,"NA",RW,18,Random
Megacarnivore,189,"NA",RW,1,Random
Mesocarnivore,189,"NA",RW,2,Random
Mesoherbivore,189,"NA",RW,7,Random
Microcarnivore,189,"NA",RW,14,Random
Microherbivore,189,"NA",RW,31,Random
Megacarnivore,190,"NA",RW,1,Random
Megaherbivore,190,"NA",RW,0,Random
Mesocarnivore,190,"NA",RW,3,Random
Mesoherbivore,190,"NA",RW,6,Random
Microcarnivore,190,"NA",RW,25,Random
Microherbivore,190,"NA",RW,24,Random
Megacarnivore,191,"NA",RW,2,Random
Mesocarnivore,191,"NA",RW,1,Random
Mesoherbivore,191,"NA",RW,7,Random
Microcarnivore,191,"NA",RW,15,Random
Microherbivore,191,"NA",RW,21,Random
Megacarnivore,192,"NA",RW,2,Random
Mesocarnivore,192,"NA",RW,2,Random
Mesoherbivore,192,"NA",RW,7,Random
Microcarnivore,192,"NA",RW,20,Random
Microherbivore,192,"NA",RW,25,Random
Megacarnivore,193,"NA",RW,2,Random
Megaherbivore,193,"NA",RW,1,Random
Mesocarnivore,193,"NA",RW,3,Random
Mesoherbivore,193,"NA",RW,5,Random
Microcarnivore,193,"NA",RW,21,Random
Microherbivore,193,"NA",RW,23,Random
Megacarnivore,194,"NA",RW,2,Random
Megaherbivore,194,"NA",RW,0,Random
Mesocarnivore,194,"NA",RW,1,Random
Mesoherbivore,194,"NA",RW,8,Random
Microcarnivore,194,"NA",RW,19,Random
Microherbivore,194,"NA",RW,26,Random
Megacarnivore,195,"NA",RW,1,Random
Megaherbivore,195,"NA",RW,0,Random
Mesocarnivore,195,"NA",RW,3,Random
Mesoherbivore,195,"NA",RW,9,Random
Microcarnivore,195,"NA",RW,20,Random
Microherbivore,195,"NA",RW,28,Random
Megacarnivore,196,"NA",RW,2,Random
Megaherbivore,196,"NA",RW,0,Random
Mesocarnivore,196,"NA",RW,1,Random
Mesoherbivore,196,"NA",RW,8,Random
Microcarnivore,196,"NA",RW,24,Random
Microherbivore,196,"NA",RW,36,Random
Megacarnivore,197,"NA",RW,2,Random
Megaherbivore,197,"NA",RW,0,Random
Mesocarnivore,197,"NA",RW,1,Random
Mesoherbivore,197,"NA",RW,9,Random
Microcarnivore,197,"NA",RW,22,Random
Microherbivore,197,"NA",RW,21,Random
Megacarnivore,198,NT,RW,2,Random
Megaherbivore,198,NT,RW,0,Random
Mesocarnivore,198,NT,RW,1,Random
Mesoherbivore,198,NT,RW,7,Random
Microcarnivore,198,NT,RW,22,Random
Microherbivore,198,NT,RW,23,Random
Megacarnivore,199,NT,RW,2,Random
Megaherbivore,199,NT,RW,0,Random
Mesocarnivore,199,NT,RW,1,Random
Mesoherbivore,199,NT,RW,5,Random
Microcarnivore,199,NT,RW,17,Random
Microherbivore,199,NT,RW,15,Random
Megacarnivore,2,AT,RW,0,Random
Megaherbivore,2,AT,RW,0,Random
Mesocarnivore,2,AT,RW,0,Random
Mesoherbivore,2,AT,RW,0,Random
Microcarnivore,2,AT,RW,13,Random
Microherbivore,2,AT,RW,24,Random
Megaherbivore,20,AA,RW,0,Random
Mesocarnivore,20,AA,RW,0,Random
Mesoherbivore,20,AA,RW,1,Random
Microcarnivore,20,AA,RW,9,Random
Microherbivore,20,AA,RW,21,Random
Megacarnivore,200,PA,RW,1,Random
Megaherbivore,200,PA,RW,0,Random
Mesocarnivore,200,PA,RW,1,Random
Mesoherbivore,200,PA,RW,4,Random
Microcarnivore,200,PA,RW,11,Random
Microherbivore,200,PA,RW,11,Random
Megacarnivore,201,PA,RW,2,Random
Megaherbivore,201,PA,RW,0,Random
Mesocarnivore,201,PA,RW,1,Random
Mesoherbivore,201,PA,RW,3,Random
Microcarnivore,201,PA,RW,12,Random
Microherbivore,201,PA,RW,14,Random
Megacarnivore,202,PA,RW,2,Random
Megaherbivore,202,PA,RW,0,Random
Mesocarnivore,202,PA,RW,1,Random
Mesoherbivore,202,PA,RW,9,Random
Microcarnivore,202,PA,RW,24,Random
Microherbivore,202,PA,RW,22,Random
Megacarnivore,203,PA,RW,2,Random
Megaherbivore,203,PA,RW,0,Random
Mesocarnivore,203,PA,RW,1,Random
Mesoherbivore,203,PA,RW,9,Random
Microcarnivore,203,PA,RW,21,Random
Microherbivore,203,PA,RW,26,Random
Megacarnivore,204,"NA",RW,2,Random
Megaherbivore,204,"NA",RW,1,Random
Mesocarnivore,204,"NA",RW,3,Random
Mesoherbivore,204,"NA",RW,4,Random
Microcarnivore,204,"NA",RW,25,Random
Microherbivore,204,"NA",RW,52,Random
Megacarnivore,205,"NA",RW,1,Random
Megaherbivore,205,"NA",RW,2,Random
Mesocarnivore,205,"NA",RW,3,Random
Mesoherbivore,205,"NA",RW,7,Random
Microcarnivore,205,"NA",RW,15,Random
Microherbivore,205,"NA",RW,10,Random
Megacarnivore,206,"NA",RW,2,Random
Megaherbivore,206,"NA",RW,2,Random
Mesocarnivore,206,"NA",RW,3,Random
Mesoherbivore,206,"NA",RW,5,Random
Microcarnivore,206,"NA",RW,15,Random
Microherbivore,206,"NA",RW,10,Random
Megacarnivore,207,"NA",RW,1,Random
Megaherbivore,207,"NA",RW,0,Random
Mesocarnivore,207,"NA",RW,3,Random
Mesoherbivore,207,"NA",RW,7,Random
Microcarnivore,207,"NA",RW,20,Random
Microherbivore,207,"NA",RW,27,Random
Megacarnivore,208,NT,RW,1,Random
Megaherbivore,208,NT,RW,1,Random
Mesocarnivore,208,NT,RW,2,Random
Mesoherbivore,208,NT,RW,6,Random
Microcarnivore,208,NT,RW,19,Random
Microherbivore,208,NT,RW,16,Random
Megacarnivore,209,NT,RW,1,Random
Megaherbivore,209,NT,RW,0,Random
Mesocarnivore,209,NT,RW,3,Random
Mesoherbivore,209,NT,RW,7,Random
Microcarnivore,209,NT,RW,23,Random
Microherbivore,209,NT,RW,23,Random
Mesocarnivore,21,AA,RW,0,Random
Mesoherbivore,21,AA,RW,1,Random
Microcarnivore,21,AA,RW,10,Random
Microherbivore,21,AA,RW,19,Random
Megacarnivore,210,NT,RW,1,Random
Megaherbivore,210,NT,RW,1,Random
Mesocarnivore,210,NT,RW,3,Random
Mesoherbivore,210,NT,RW,6,Random
Microcarnivore,210,NT,RW,12,Random
Microherbivore,210,NT,RW,9,Random
Megacarnivore,211,PA,RW,1,Random
Megaherbivore,211,PA,RW,2,Random
Mesocarnivore,211,PA,RW,3,Random
Mesoherbivore,211,PA,RW,6,Random
Microcarnivore,211,PA,RW,13,Random
Microherbivore,211,PA,RW,12,Random
Megacarnivore,212,PA,RW,1,Random
Megaherbivore,212,PA,RW,0,Random
Mesocarnivore,212,PA,RW,3,Random
Mesoherbivore,212,PA,RW,4,Random
Microcarnivore,212,PA,RW,16,Random
Microherbivore,212,PA,RW,13,Random
Megacarnivore,213,PA,RW,1,Random
Megaherbivore,213,PA,RW,0,Random
Mesocarnivore,213,PA,RW,2,Random
Mesoherbivore,213,PA,RW,4,Random
Microcarnivore,213,PA,RW,17,Random
Microherbivore,213,PA,RW,12,Random
Megacarnivore,214,PA,RW,1,Random
Megaherbivore,214,PA,RW,0,Random
Mesocarnivore,214,PA,RW,2,Random
Mesoherbivore,214,PA,RW,5,Random
Microcarnivore,214,PA,RW,19,Random
Microherbivore,214,PA,RW,13,Random
Megacarnivore,215,PA,RW,1,Random
Megaherbivore,215,PA,RW,0,Random
Mesocarnivore,215,PA,RW,3,Random
Mesoherbivore,215,PA,RW,8,Random
Microcarnivore,215,PA,RW,23,Random
Microherbivore,215,PA,RW,25,Random
Megacarnivore,216,PA,RW,1,Random
Megaherbivore,216,PA,RW,2,Random
Mesocarnivore,216,PA,RW,3,Random
Mesoherbivore,216,PA,RW,6,Random
Microcarnivore,216,PA,RW,22,Random
Microherbivore,216,PA,RW,19,Random
Mesocarnivore,22,AA,RW,0,Random
Mesoherbivore,22,AA,RW,1,Random
Microcarnivore,22,AA,RW,8,Random
Microherbivore,22,AA,RW,13,Random
Mesocarnivore,23,AA,RW,0,Random
Microcarnivore,23,AA,RW,5,Random
Microherbivore,23,AA,RW,21,Random
Mesocarnivore,24,AA,RW,0,Random
Microcarnivore,24,AA,RW,6,Random
Microherbivore,24,AA,RW,19,Random
Mesocarnivore,25,AA,RW,0,Random
Mesoherbivore,25,AA,RW,1,Random
Microcarnivore,25,AA,RW,9,Random
Microherbivore,25,AA,RW,14,Random
Mesocarnivore,26,AA,RW,0,Random
Microcarnivore,26,AA,RW,9,Random
Microherbivore,26,AA,RW,23,Random
Mesocarnivore,28,AA,RW,0,Random
Mesoherbivore,28,AA,RW,1,Random
Microcarnivore,28,AA,RW,7,Random
Microherbivore,28,AA,RW,16,Random
Megacarnivore,29,AA,RW,0,Random
Megaherbivore,29,AA,RW,0,Random
Mesocarnivore,29,AA,RW,0,Random
Mesoherbivore,29,AA,RW,0,Random
Microcarnivore,29,AA,RW,13,Random
Microherbivore,29,AA,RW,38,Random
Megacarnivore,3,AT,RW,0,Random
Megaherbivore,3,AT,RW,0,Random
Mesocarnivore,3,AT,RW,0,Random
Mesoherbivore,3,AT,RW,1,Random
Microcarnivore,3,AT,RW,13,Random
Microherbivore,3,AT,RW,18,Random
Mesocarnivore,30,AA,RW,0,Random
Mesoherbivore,30,AA,RW,1,Random
Microcarnivore,30,AA,RW,5,Random
Microherbivore,30,AA,RW,20,Random
Megacarnivore,31,AA,RW,1,Random
Megaherbivore,31,AA,RW,2,Random
Mesocarnivore,31,AA,RW,6,Random
Mesoherbivore,31,AA,RW,3,Random
Microcarnivore,31,AA,RW,14,Random
Microherbivore,31,AA,RW,18,Random
Megaherbivore,32,AA,RW,0,Random
Mesocarnivore,32,AA,RW,0,Random
Mesoherbivore,32,AA,RW,1,Random
Microcarnivore,32,AA,RW,11,Random
Microherbivore,32,AA,RW,18,Random
Mesocarnivore,33,AA,RW,0,Random
Microcarnivore,33,AA,RW,9,Random
Microherbivore,33,AA,RW,28,Random
Mesocarnivore,34,AA,RW,0,Random
Microcarnivore,34,AA,RW,11,Random
Microherbivore,34,AA,RW,26,Random
Mesocarnivore,35,AT,RW,0,Random
Microcarnivore,35,AT,RW,9,Random
Microherbivore,35,AT,RW,23,Random
Megacarnivore,36,PA,RW,1,Random
Megaherbivore,36,PA,RW,4,Random
Mesocarnivore,36,PA,RW,6,Random
Mesoherbivore,36,PA,RW,6,Random
Microcarnivore,36,PA,RW,17,Random
Microherbivore,36,PA,RW,27,Random
Megacarnivore,37,AT,RW,1,Random
Megaherbivore,37,AT,RW,4,Random
Mesocarnivore,37,AT,RW,7,Random
Mesoherbivore,37,AT,RW,10,Random
Microcarnivore,37,AT,RW,25,Random
Microherbivore,37,AT,RW,27,Random
Megacarnivore,38,NT,RW,1,Random
Megaherbivore,38,NT,RW,4,Random
Mesocarnivore,38,NT,RW,8,Random
Mesoherbivore,38,NT,RW,15,Random
Microcarnivore,38,NT,RW,40,Random
Microherbivore,38,NT,RW,47,Random
Megacarnivore,39,NT,RW,1,Random
Megaherbivore,39,NT,RW,4,Random
Mesocarnivore,39,NT,RW,7,Random
Mesoherbivore,39,NT,RW,15,Random
Microcarnivore,39,NT,RW,35,Random
Microherbivore,39,NT,RW,39,Random
Megacarnivore,4,AT,RW,0,Random
Megaherbivore,4,AT,RW,0,Random
Mesocarnivore,4,AT,RW,0,Random
Mesoherbivore,4,AT,RW,1,Random
Microcarnivore,4,AT,RW,10,Random
Microherbivore,4,AT,RW,10,Random
Megacarnivore,40,AT,RW,1,Random
Megaherbivore,40,AT,RW,2,Random
Mesocarnivore,40,AT,RW,7,Random
Mesoherbivore,40,AT,RW,5,Random
Microcarnivore,40,AT,RW,17,Random
Microherbivore,40,AT,RW,24,Random
Megacarnivore,41,AT,RW,1,Random
Megaherbivore,41,AT,RW,3,Random
Mesocarnivore,41,AT,RW,9,Random
Mesoherbivore,41,AT,RW,17,Random
Microcarnivore,41,AT,RW,38,Random
Microherbivore,41,AT,RW,36,Random
Megacarnivore,42,AT,RW,1,Random
Megaherbivore,42,AT,RW,3,Random
Mesocarnivore,42,AT,RW,6,Random
Mesoherbivore,42,AT,RW,14,Random
Microcarnivore,42,AT,RW,37,Random
Microherbivore,42,AT,RW,30,Random
Megacarnivore,43,AT,RW,1,Random
Megaherbivore,43,AT,RW,3,Random
Mesocarnivore,43,AT,RW,8,Random
Mesoherbivore,43,AT,RW,15,Random
Microcarnivore,43,AT,RW,35,Random
Microherbivore,43,AT,RW,33,Random
Megacarnivore,44,AT,RW,1,Random
Megaherbivore,44,AT,RW,2,Random
Mesocarnivore,44,AT,RW,7,Random
Mesoherbivore,44,AT,RW,13,Random
Microcarnivore,44,AT,RW,37,Random
Microherbivore,44,AT,RW,30,Random
Megacarnivore,45,AT,RW,1,Random
Megaherbivore,45,AT,RW,3,Random
Mesocarnivore,45,AT,RW,7,Random
Mesoherbivore,45,AT,RW,14,Random
Microcarnivore,45,AT,RW,45,Random
Microherbivore,45,AT,RW,57,Random
Megacarnivore,46,AT,RW,1,Random
Megaherbivore,46,AT,RW,2,Random
Mesocarnivore,46,AT,RW,9,Random
Mesoherbivore,46,AT,RW,6,Random
Microcarnivore,46,AT,RW,34,Random
Microherbivore,46,AT,RW,32,Random
Megacarnivore,47,AT,RW,1,Random
Megaherbivore,47,AT,RW,2,Random
Mesocarnivore,47,AT,RW,9,Random
Mesoherbivore,47,AT,RW,7,Random
Microcarnivore,47,AT,RW,31,Random
Microherbivore,47,AT,RW,24,Random
Megacarnivore,48,AT,RW,1,Random
Megaherbivore,48,AT,RW,3,Random
Mesocarnivore,48,AT,RW,8,Random
Mesoherbivore,48,AT,RW,15,Random
Microcarnivore,48,AT,RW,45,Random
Microherbivore,48,AT,RW,51,Random
Megacarnivore,49,AT,RW,1,Random
Megaherbivore,49,AT,RW,3,Random
Mesocarnivore,49,AT,RW,7,Random
Mesoherbivore,49,AT,RW,14,Random
Microcarnivore,49,AT,RW,38,Random
Microherbivore,49,AT,RW,33,Random
Megacarnivore,5,AT,RW,0,Random
Megaherbivore,5,AT,RW,0,Random
Mesocarnivore,5,AT,RW,0,Random
Mesoherbivore,5,AT,RW,1,Random
Microcarnivore,5,AT,RW,13,Random
Microherbivore,5,AT,RW,15,Random
Megacarnivore,50,AT,RW,1,Random
Megaherbivore,50,AT,RW,3,Random
Mesocarnivore,50,AT,RW,7,Random
Mesoherbivore,50,AT,RW,13,Random
Microcarnivore,50,AT,RW,35,Random
Microherbivore,50,AT,RW,24,Random
Megaherbivore,51,AT,RW,2,Random
Mesocarnivore,51,AT,RW,4,Random
Mesoherbivore,51,AT,RW,4,Random
Microcarnivore,51,AT,RW,28,Random
Microherbivore,51,AT,RW,28,Random
Megacarnivore,52,AT,RW,1,Random
Megaherbivore,52,AT,RW,3,Random
Mesocarnivore,52,AT,RW,7,Random
Mesoherbivore,52,AT,RW,10,Random
Microcarnivore,52,AT,RW,53,Random
Microherbivore,52,AT,RW,58,Random
Megaherbivore,53,AT,RW,2,Random
Mesocarnivore,53,AT,RW,4,Random
Mesoherbivore,53,AT,RW,4,Random
Microcarnivore,53,AT,RW,39,Random
Microherbivore,53,AT,RW,44,Random
Megacarnivore,54,AT,RW,1,Random
Megaherbivore,54,AT,RW,3,Random
Mesocarnivore,54,AT,RW,8,Random
Mesoherbivore,54,AT,RW,8,Random
Microcarnivore,54,AT,RW,35,Random
Microherbivore,54,AT,RW,34,Random
Megacarnivore,55,AT,RW,1,Random
Megaherbivore,55,AT,RW,3,Random
Mesocarnivore,55,AT,RW,8,Random
Mesoherbivore,55,AT,RW,11,Random
Microcarnivore,55,AT,RW,38,Random
Microherbivore,55,AT,RW,40,Random
Megacarnivore,56,PA,RW,1,Random
Megaherbivore,56,PA,RW,4,Random
Mesocarnivore,56,PA,RW,8,Random
Mesoherbivore,56,PA,RW,12,Random
Microcarnivore,56,PA,RW,30,Random
Microherbivore,56,PA,RW,26,Random
Megaherbivore,57,AT,RW,2,Random
Mesocarnivore,57,AT,RW,4,Random
Mesoherbivore,57,AT,RW,5,Random
Microcarnivore,57,AT,RW,38,Random
Microherbivore,57,AT,RW,45,Random
Megacarnivore,58,AT,RW,1,Random
Megaherbivore,58,AT,RW,3,Random
Mesocarnivore,58,AT,RW,9,Random
Mesoherbivore,58,AT,RW,10,Random
Microcarnivore,58,AT,RW,33,Random
Microherbivore,58,AT,RW,23,Random
Megacarnivore,59,PA,RW,1,Random
Megaherbivore,59,PA,RW,3,Random
Mesocarnivore,59,PA,RW,8,Random
Mesoherbivore,59,PA,RW,8,Random
Microcarnivore,59,PA,RW,36,Random
Microherbivore,59,PA,RW,29,Random
Megacarnivore,60,PA,RW,1,Random
Megaherbivore,60,PA,RW,3,Random
Mesocarnivore,60,PA,RW,7,Random
Mesoherbivore,60,PA,RW,8,Random
Microcarnivore,60,PA,RW,30,Random
Microherbivore,60,PA,RW,30,Random
Megacarnivore,61,IM,RW,1,Random
Megaherbivore,61,IM,RW,3,Random
Mesocarnivore,61,IM,RW,7,Random
Mesoherbivore,61,IM,RW,7,Random
Microcarnivore,61,IM,RW,38,Random
Microherbivore,61,IM,RW,35,Random
Megacarnivore,62,PA,RW,1,Random
Megaherbivore,62,PA,RW,3,Random
